,country,description,designation,points,price,province,region_1,region_2,variety,winery
331,Germany,"Juicy, sun-kissed grapefruits and apple blossoms explode from this buoyantly fresh, off-dry Kabinett. Invigorating acidity lends backbone and a steely focus that resonates long on the finish. It's beautiful now, but should hold nicely, and perhaps improve, through 2020.",Graacher Himmelreich Kabinett,91,23,Mosel,,,Riesling,Friedrich-Wilhelm-Gymnasium
332,US,"Dense, rich red fruit belies an elegant wine that finds balance despite the concentration of vanilla and berry. Soft, approachable and integrated tannin and oak let the whole exist as one, instead of separate parts. This shows off the appellation's mountain fruit and rocky minerality.",Latro,91,50,California,Knights Valley,Sonoma,Cabernet Sauvignon,Galerie
333,Spain,"Lightly leesy aromas of vanilla cookie are offset by crisp minerally apple and stone-fruit scents. This is pure and lifted by fine acidity, while flavors of apple, pineapple and lemon-lime end fresh, with a distant note of citrus pith. Drink immediately.",Etiqueta Ambar,91,22,Galicia,Rías Baixas,,Albariño,Granbazán
334,US,"From the Lovall Valley section of the Napa Valley quite near Sonoma, this lovely wine is awash in tropical mango, with lilts of pear and vanilla. Creamy, it's made in a fuller-bodied style but never gets ridiculous, instead offering balance and elegance, finishing with a squeeze of grapefruit.",Grieve Family Vineyard,91,45,California,Napa Valley,Napa,Sauvignon Blanc,Grieve
335,Portugal,"The top wine in the Rocim range is produced from selected Alicante Bouschet grapes. It is huge and powerful, perhaps too much in its concentration, richness and density. Dark and brooding, it is super everything and certainly needs to calm down. Drink from 2019.",Grande Rocim Reserva,91,130,Alentejano,,,Alicante Bouschet,Herdade do Rocim
336,US,"There's a cantaloupe-like ripeness on the nose of this blend of 37% Grenache Blanc, 33% Viognier and 30% Roussanne, but not overdone, layered with seared white peach, caramelized pear, poached apple and almond aromas. The palate is more restrained and quite grippy, with flavors of green-apple skins, Bosc pear and a touch of honey.",XCV,91,38,California,Paso Robles Willow Creek District,Central Coast,Rhône-style White Blend,Jada Vineyard & Winery
337,US,"This lush offering opens with appealing aromas of rose petals and fresh strawberries, then glides into a smooth-as-silk midpalate. The berry/cherry fruit is nicely adorned with toasty barrel flavors, and it's as satiny as new sheets. You'll find it hard to keep from gulping this by the glassful.",,91,30,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,La Crema
338,US,"A pretty salmon-pink in color, and a lovable quaffer, this wine is dry, crisp and brightly refreshing in succulent waves of grapefruit and tangerine, remarkably light in alcohol but not shy in flavor. Enjoy it on its own or with a range of foods—its lightness begets versatility.",Rosé of,91,22,California,Knights Valley,Sonoma,Syrah,Lawer
339,Italy,"Aromas of slightly stewed fruit, steeped berry, spice and menthol unfold in the glass. The firm palate delivers juicy cherry, crushed raspberry, licorice, ground pepper and a mint note while bracing tannins and racy acidity provide the backbone. This needs a few more years to calm down and will continue to age well for a decade or more. Drink 2018–2026.",Bergera Pezzole,91,,Piedmont,Barolo,,Nebbiolo,Le Strette
340,Italy,"Pretty aromas of blue flower, rose, wild berry and graphite lead the way. The firm palate delivers mature black cherry, raspberry, star anise, black pepper and chopped sage alongside bright acidity and tightly knit tannins that need to unwind. Drink 2018–2026.",Coste di Rose,91,90,Piedmont,Barolo,,Nebbiolo,Marchesi di Barolo
341,US,"Bittersweet at first, with sizable tannins, this Cab also contains 13.8% Petit Verdot. Red and black berries give it a juicy palate atop dusty, chalky tannins and a richness of leather and clove on the finish.",Emblem Oso Vineyard,91,60,California,Napa Valley,Napa,Cabernet Sauvignon,Michael Mondavi Family Estate
342,Italy,"Aromas of perfumed berry, mint, baking spice and a whiff of oak emerge on this structured wine. The firm palate offers wild red cherry, crushed raspberry, mint, grilled sage and a touch of oak-driven spice alongside bracing tannins and nervous acidity. Give it time to soften and fully develop. Drink 2019–2031.",Brunate,91,115,Piedmont,Barolo,,Nebbiolo,Oddero
343,US,"Aromas and flavors of sandalwood and grenadine layer around this velvety, seductive wine. It offers black tea, truffle and forest floor, the body sinewy and complex. Savory in cinnamon and clove on the finish, it needs more time to open; decant or cellar through 2021.",Estate Cuvée,91,55,California,Russian River Valley,Sonoma,Pinot Noir,Small Vines
344,Portugal,"A classic northern Rhône valley blend of Syrah with a touch of Viognier, this massive wine is made from grapes grown on granite soil, which leaves its mark in dense minerality and great power. It is a wine for lovers of the big stuff, concentrated and needing to age. Drink from 2018.",Telhas,91,30,Alentejano,,,Rhône-style Red Blend,Terras de Alter
345,Portugal,"This is a rich, full-bodied wine that is ready to drink now. It still has a dry core of tannins, although they are overwhelmed by the rich, juicy black fruits and generous texture. It's a concentrated wine, high in alcohol, although that is really balanced by the fresh aftertaste.",Terra d'Alter,91,14,Alentejano,,,Aragonês,Terras de Alter
346,US,"Warm vanilla notes are laid across ripe nectarine, apple skin and a twist of lemon rind on this single-vineyard study by the Los Gatos-based winery. Pencil lead kicks off the palate, which then opens into poached apples and lemon oil, laid across a sizzling acidity that lasts long.",Lone Oak Vineyard,91,48,California,Santa Lucia Highlands,Central Coast,Chardonnay,Testarossa
347,US,"Lemony and light on entry, this tropically kissed, textured white develops body and weight over time, finding a balance and elegance that's hard to ignore. A touch of white peach wraps up the finish.",Starr Ridge Vineyard Estate,91,40,California,Russian River Valley,Sonoma,Chardonnay,Thomas George
348,Germany,"Often herbal and a bit green in nature, Silvaner is a much maligned grape. Yet at Thörle, it seems to blossom into something perfumed and quite fruity, redolent of peaches and fresh pears. Characteristic herb notes are fresh and nuanced, highlighted against brisk citrus and apple flavors and a silken supple mouthfeel.",Saulheimer Probstey Trocken,91,39,Rheinhessen,,,Silvaner,Thörle
349,Italy,"Engaging aromas of red rose, iris, wild berry, cinnamon and a balsamic note waft out of the glass while juicy cherry, white pepper, anise and chopped mint drive the spicy, polished palate. Firm but refined tannins provide structure. Drink 2017–2021.",Paesi Tuoi,91,60,Piedmont,Barolo,,Nebbiolo,Vite Colte
350,US,"Caramelized white peach, salted lemon, pear skin, red apple and the hint of white flowers show on the nose of this wine by these longtime but under-the-radar producers. The palate blends orange skins and grapefruit pith with buttered toast, sea salt and a dill-like herb character.",Sierra Madre Vineyard,91,50,California,Santa Maria Valley,Central Coast,Chardonnay,Wedell Cellars
351,US,"A limited, popular entry in Winderlea's extensive single-vineyard lineup, this suggests cherry kirsch with streaks of coffee and tobacco. The pretty fruit leads into darker notes of tar and espresso. Still young and primary, the Juliard may be among the vintage's most long-lasting wines.",Juliard Vineyard,91,48,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Winderlea
352,France,"This is a very lively wine with a creamy mousse. The wine is towards dry, bringing out great white and citrus fruit flavors with a burst of tangy acidity. It comes from the village of Chouilly in the Côte des Blancs, which gives the wine a tight mineral texture at the end.",Grand Cru Blanc de Blancs Chouilly Brut,91,54,Champagne,Champagne,,Chardonnay,A.R. Lenoble 
353,Portugal,"A Garrafeira wine is a special selection and this wine, which was aged for 30 months after bottling before being released, shows its quality quickly. Now reaching drinkability, its tannins have softened leaving rich full black currant and fresh acidity along with a more mature leathery character. Drink now and until 2020.",Garrafeira,91,42,Alentejo,,,Portuguese Red,Adega Cooperativa de Borba
354,US,"Principally Pinot Noir, the blend includes 25% Pinot Meunier and a splash of Chardonnay. It's a light and pretty salmon pink in hue, with hints of honeysuckle and moist earth in the nose. Flavors suggest tart raspberries and Bing cherries, with impressive minerality in the crisp, lingering finish.",Brut Rosé,91,50,Oregon,Willamette Valley,Willamette Valley,Sparkling Blend,Argyle
355,Israel,"Restrained aromas of black plum barely set the stage for flavors of dark plum, cherry-vanilla, mint eucalyptus and ground black pepper. Fruit flavors are soft, but the minty notes never overpower brightness and acidity. Tannins are just shy of opulent, and the finish is marked by a note of tart apple crispness.",,91,40,Golan Heights,,,Cabernet Sauvignon,Bazelet HaGolan
356,US,"Creamy on the nose, this wine shows seared pineapple, apple custard, lemon oil and faint iodine aromas. The flavors are evenly placed between lemon yogurt and salted apples, mixing a bit of tang and ripe fruit with a savory sea salt.",Rosella's Vineyard,91,40,California,Santa Lucia Highlands,Central Coast,Chardonnay,Bernardus
357,US,"Lush aromatics conjure up dreams of strawberry cream. This is quite pretty, with perfect balance among its components of fruit, acid and tannin, set comfortably in a compact frame.",,91,42,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Big Table Farm
358,Italy,"Enticing aromas of crushed rose, red berry, wild mint, menthol and a hint of oak come together. The linear, focused palate offers raw red cherry, strawberry, white pepper, licorice and chopped sage accompanied by tightly knit, close-grained tannins and bright acidity. Drink 2019–2026.",Parej,91,85,Piedmont,Barolo,,Nebbiolo,Icardi
359,Spain,"Ripe berry aromas blend nicely with earthy leathery scents. With a full and easy palate, this generous Crianza delivers blackberry and chocolate flavors that veer toward raisin and prune, especially on the finish, which is lightly toasted and dense in feel. Drink through 2019.",Crianza,91,32,Northern Spain,Ribera del Duero,,Tempranillo,Matarromera
360,US,"Cedar, cherry, black olive, wet earth, green olive and freshly plucked plum pop on the nose of this bottling. The palate shows lots of ripe black cherry down the middle, but is surrounded by a tangy green olive and an underripe-berry character, whose tartness enlivens the mouth.",Cuore della Vigne,90,41,California,Paso Robles,Central Coast,Red Blend,Le Vigne
361,US,"One of the few in California to use this grape, winemaker Ryan Pease makes a great case for more in this bottling, which shows broad lemon curd, soft apple flesh and Anjou pear on the nose. There is ripe stone fruit on the tangy palate, but it's bone dry and grippy with chalky texture.",Kiler Grove Vineyard,90,27,California,Paso Robles Willow Creek District,Central Coast,Ugni Blanc,Paix Sur Terre
362,US,"Much like its companion from the Revelation & Sorek Bloc, this offers well-endowed flavors of melon and white peach, along with a touch of citrus. There is a sense of higher acidity, along with lower listed alcohol, rather counter-intuitive as this is the reserve. Pick either one and you'll be pleased.",Winemaker's Reserve,90,29,Oregon,Umpqua Valley,Southern Oregon,Grüner Veltliner,Reustle
